symbol,liab_exp,wc_exp,inv_exp,recv_exp,fixed_exp,liab_exp_high,wc_exp_high,inv_exp_high,recv_exp_high,fixed_exp_high,double_exposure,physical_chain,receivable_heavy,rollover_assetlight,shock_amp_score,shock_amplifier,trade_credit_chain
TRC,-0.5743490061564676,-0.7031032230749207,-0.7080778974857055,-0.3854067225926923,-0.5522509766032838,0,0,0,1,0,0,0,0,0,-1.2774522292313884,0,0
TSC,0.9340604513273394,1.4003867848838212,1.999125060866636,-0.014633815632165,-0.6371967145392949,1,1,1,1,0,1,1,0,1,2.3344472362111607,1,0
TTA,-0.6117808422154344,-0.957459861335855,-0.974527599956063,-0.4081998934427065,0.7627348170048673,0,0,0,0,1,0,0,0,0,-1.5692407035512894,0,0
TTB,0.5113393383985688,0.2883352814777181,0.1769629851160785,0.2549479262985453,-0.644014641165827,1,1,1,1,0,1,0,0,0,0.7996746198762869,1,0
TTF,1.4676067744299928,1.5342197489428096,1.3596139956447338,0.5465936037777069,-0.6291784256561726,1,1,1,1,0,1,1,1,1,3.0018265233728024,1,1
TV2,-0.4382574039427151,-0.7672475688129258,-0.8481106872492966,-0.2491395526424537,-0.6172043451677171,0,0,0,1,0,0,0,0,0,-1.205504972755641,0,0
TV4,-0.4669421405975333,-0.743509128260686,-0.8254837332617155,-0.241710960402167,-0.6124502495745878,0,0,0,1,0,0,0,0,0,-1.2104512688582192,0,0
TVB,-0.6391461442042044,-0.8191823085596366,-0.9056166779019128,-0.3163382102702405,-0.6454598999065146,0,0,0,1,0,0,0,0,0,-1.458328452763841,0,0
TVS,-0.5078147911274095,-0.7954648148772834,-0.9026463341555424,-0.2831431678984308,-0.6428148821534579,0,0,0,1,0,0,0,0,0,-1.303279606004693,0,0
VC1,1.6272318008359028,1.8658545170883363,0.4410894868764899,2.524628317879715,-0.6333622693319005,1,1,1,1,0,1,0,1,1,3.493086317924239,1,1
VC2,1.4739362940042562,1.395942737618709,0.4055788614077821,1.796857051250421,-0.6358825124738412,1,1,1,1,0,1,0,1,1,2.869879031622965,1,1
VC3,1.125007041925431,1.0163996373506255,-0.0360219582465423,1.6609296668476496,-0.6345605320592616,1,1,1,1,0,1,0,1,1,2.1414066792760565,1,1
VC7,0.9599634888954834,0.9900229286340923,0.097121328236192,1.482453505747671,-0.6330379900946081,1,1,1,1,0,1,0,1,1,1.9499864175295757,1,1
VCB,0.1701667371505082,-0.6072390500345393,-0.8913493789763321,0.0617530955274913,-0.6485761875566816,1,0,0,1,0,0,0,0,1,-0.437072312884031,0,1
VCG,1.356132457210076,1.557044083988202,0.1788661429063325,2.231747781925076,-0.6343581399510631,1,1,1,1,0,1,0,1,1,2.913176541198278,1,1
VCI,-0.5880971698913594,-0.8073575145405151,-0.9062190344621393,-0.3016061532323054,-0.6432426229520033,0,0,0,1,0,0,0,0,0,-1.3954546844318746,0,0
VCP,-0.568463902324426,-0.6592551609084101,-0.7751487293543509,-0.1091898854077815,-0.6291072591039344,0,0,0,1,0,0,0,0,0,-1.227719063232836,0,0
VCS,-0.6714426440888917,-0.3462509816848387,-0.1577199203662069,-0.4508587378591867,-0.543185529609522,0,0,1,0,0,0,0,0,0,-1.0176936257737303,0,0
VDP,-0.6648212962143141,-0.6092132695741758,-0.7350889867067512,-0.1567234981034609,-0.5944327062043396,0,0,0,1,0,0,0,0,0,-1.2740345657884899,0,0
VDS,-0.6186286690318337,-0.8121209704255261,-0.8962662512157844,-0.3221856034713636,-0.6459191534695868,0,0,0,1,0,0,0,0,0,-1.4307496394573598,0,0
VE1,-0.6895195958070432,-0.6514132144295299,-0.7721784678894556,-0.0922568787005499,-0.6279746644697148,0,0,0,1,0,0,0,0,0,-1.340932810236573,0,0
VFG,-0.6582432310029952,-0.5472244546375759,-0.7274700167067083,0.0448897112061913,-0.6297152680339503,0,0,0,1,0,0,0,0,0,-1.205467685640571,0,0
VGC,0.7214841789307341,-0.1107291987394931,-0.1231365908911774,-0.1961383560896871,-0.1912403531203555,1,0,1,1,1,0,0,0,0,0.610754980191241,0,0
VHC,0.2734942420693414,1.170434837976311,1.2223214802189104,0.519842767321484,-0.5940099817894177,1,1,1,1,0,1,1,1,0,1.4439290800456523,1,0
VHM,1.257474806937565,1.7246890959978267,0.4365950100786938,2.495872306093661,-0.6338529685627486,1,1,1,1,0,1,0,1,1,2.9821639029353917,1,1
VIB,0.8101463149882384,-0.5523876736148787,-0.8911749312835821,0.1459219181507544,-0.6485701503446134,1,0,0,1,0,0,0,0,1,0.2577586413733597,0,1
VIC,0.6322495891184557,-0.4959452796959837,-0.7526359586747224,0.3070157345298784,-0.4508345650295075,1,0,0,1,0,0,0,1,1,0.1363043094224719,0,1
VIP,-0.6265065420012688,-0.7252131483190504,-0.8190600352413565,-0.1951358830379429,-0.6163631349488871,0,0,0,1,0,0,0,0,0,-1.351719690320319,0,0
VIX,-0.6509865318142724,-0.8214373692757608,-0.9113110256035658,-0.3093331669937071,-0.6476217583549548,0,0,0,1,0,0,0,0,0,-1.4724239010900333,0,0
VJC,-0.4825854280632919,-0.5549030364508668,-0.7233092298191087,-0.0049938081796426,-0.5215067670970654,0,0,0,1,0,0,0,0,0,-1.0374884645141587,0,0
VLC,-0.4201233436470451,-0.7022693630772554,-0.8001928554916898,-0.1762078411386774,-0.593014339793014,0,0,0,1,0,0,0,0,0,-1.1223927067243004,0,0
VND,-0.5147821293263061,-0.7910016995063869,-0.9005898957100876,-0.2768685426522607,-0.6442260200242756,0,0,0,1,0,0,0,0,0,-1.305783828832693,0,0
VNE,0.4924873252274478,0.5534591004483461,-0.1110225451214701,1.2311006984803313,-0.6413949163313284,1,1,1,1,0,1,0,1,0,1.045946425675794,1,0
VNF,-0.443550044914863,-0.7132434624114527,-0.8026058587082104,-0.1908949649552312,-0.6028624816433285,0,0,0,1,0,0,0,0,0,-1.1567935073263156,0,0
VNM,-0.8902464163073076,-0.3985658078611317,-0.3939149161527952,-0.3731325667907319,-0.5503829195303174,0,0,0,1,0,0,0,0,0,-1.2888122241684392,0,0
VNR,-0.6458502573053331,-0.7864726789702585,-0.8759211030085249,-0.2856080182022238,-0.6390054510659322,0,0,0,1,0,0,0,0,0,-1.4323229362755916,0,0
VOS,-0.4328117436110076,-0.6615240504955737,-0.7870280148219201,-0.1431670432176325,-0.5808956996061917,0,0,0,1,0,0,0,0,0,-1.0943357941065814,0,0
VPB,0.5962808635643212,-0.5649866656652702,-0.8913178664456984,0.1313825193836032,-0.6488346838817647,1,0,0,1,0,0,0,0,1,0.031294197899051,0,1
VPG,0.6858778805646081,0.2439489715141651,0.0569617286400087,0.3693393223430038,-0.6259613587519574,1,1,1,1,0,1,0,1,1,0.9298268520787733,1,1
VPH,1.456196876772474,1.4811467599050034,0.3347671180060482,2.011961032648549,-0.6358431620571884,1,1,1,1,0,1,0,1,1,2.9373436366774775,1,1
VPI,1.681076913102069,1.866817578113563,0.397523229387021,2.629542934076241,-0.6359672684796029,1,1,1,1,0,1,0,1,1,3.547894491215632,1,1
VPS,-0.6051549109562705,-0.804456718861016,-0.9031495899817614,-0.312350667226215,-0.6453053723944652,0,0,0,1,0,0,0,0,0,-1.4096116298172864,0,0
VRC,1.2552057134752833,1.0453595868223094,0.1809334573235721,1.649165477608995,-0.6383135122448083,1,1,1,1,0,1,0,1,1,2.3005653002975925,1,1
VRE,0.7344086066992187,0.8530590869558099,-0.4144849709308197,2.108832331780205,-0.6408554230579693,1,1,0,1,0,1,0,1,1,1.5874676936550286,1,1
VSC,-0.5389087044820747,-0.6937512979639453,-0.8081769396922266,-0.1609252561282703,-0.5993617613877229,0,0,0,1,0,0,0,0,0,-1.23266000244602,0,0
VSH,-1.0388891841527057,-1.0631578457670408,-1.0532266898235034,-0.4200297134215488,0.8460797057596291,0,0,0,0,1,0,0,0,0,-2.1020470299197465,0,0
VSI,-0.6576255777928307,-0.7682950042410787,-0.8558449308368736,-0.2583615222410914,-0.6392264537246026,0,0,0,1,0,0,0,0,0,-1.4259205820339093,0,0
VTC,-0.4111233151234594,-0.6663975887404048,-0.7746941935339546,-0.1305163786660869,-0.5950405135870221,0,0,0,1,0,0,0,0,0,-1.0775209038638642,0,0
VTH,-0.4270625421073965,-0.7062650789072988,-0.8114373565519944,-0.1786955766643141,-0.6056892833227198,0,0,0,1,0,0,0,0,0,-1.1333276210146952,0,0
VTJ,-0.5192653952545424,-0.8042638733763893,-0.870026374669406,-0.3186163244326608,-0.6400193571976562,0,0,0,1,0,0,0,0,0,-1.3235292686309317,0,0
VTO,-0.5266510557671008,-0.6930036064435935,-0.8062015216192478,-0.1617545925280527,-0.5890889564867337,0,0,0,1,0,0,0,0,0,-1.2196546622106943,0,0
VTV,-0.3661250594296625,-0.675621923240675,-0.7722430404595405,-0.1519009321971809,-0.604098869960434,0,0,0,1,0,0,0,0,0,-1.0417469826703374,0,0
WCS,-0.8778224848947411,-0.8707878722143017,-0.9296982030333011,-0.3600169775780772,-0.641115754273107,0,0,0,1,0,0,0,0,0,-1.7486103571090428,0,0
WSS,-0.6601112727058088,-0.8237024081380186,-0.9110343321087096,-0.311695883188505,-0.6477861563349112,0,0,0,1,0,0,0,0,0,-1.4838136808438273,0,0
X20,-0.476940849095855,-0.7500607579598055,-0.8442954522988424,-0.2327617794880257,-0.6210952658818033,0,0,0,1,0,0,0,0,0,-1.2270016070556605,0,0
YBM,-0.6272618783254996,-0.8618806552327041,-0.8896702811132352,-0.3987503965392135,-0.6433078345174851,0,0,0,0,0,0,0,0,0,-1.4891425335582038,0,0
YEG,0.2900701462994777,-0.1929527801405161,-0.7475378869308875,0.9689779472318166,-0.6427639729523923,1,0,0,1,0,0,0,1,0,0.0971173661589616,0,1
