symbol,pre_quarters,liab_ratio,nwc_tied_ratio,fixed_ratio,operating_margin,HighLiab_TopTercile,CashConversionTrap,DoubleExposure_TopTercile,FragileLowMarginFunding,AssetCommitmentMismatch
MCC,8,0.1567593006521942,0.1550267728165695,0.05726330982558607,0.07814325371661965,0,0,0,0,0
MCF,8,0.4721168508083521,0.6433181947601241,0.2395272413407156,0.023731558061858813,1,1,1,1,0
MCO,8,0.5690094112237243,0.3065131102242025,0.004973685132002033,0.004485438278312369,1,0,0,1,0
MCP,8,0.23678649645375033,0.5446355208003449,0.29593458474585366,0.03138694510356416,0,1,0,0,0
MDC,8,0.45239498489461755,0.05554790830825368,0.3974794591848473,0.01564337924058323,0,0,0,0,0
MDG,8,0.44615577148228647,0.40192183936470294,0.10507382880336202,0.036559916389341064,0,0,0,0,0
MEL,8,0.741689988302029,0.681201161698606,0.1153819950747635,0.01754966584368596,1,1,1,1,0
MHC,8,0.20374505525559516,0.16627289853372812,0.007687474412093933,1.0510624737244565,0,0,0,0,0
MKV,8,0.4406302705258994,0.3045788198600032,0.5830234986665498,0.0027068240426852555,0,0,0,0,0
MSH,8,0.5104643680749128,0.41644738214734534,0.23443772922008685,0.11484287364083651,1,0,0,0,0
MSN,8,0.24011881087970566,0.08043120864916647,0.44423703069592446,0.1358507634445924,0,0,0,0,0
MST,8,0.20414125415170634,0.14795381556644338,0.0004199708340413004,0.12516769623285642,0,0,0,0,0
MWG,8,0.6357339127448672,0.37401050141465003,0.12997314035674173,0.04480582862712598,1,0,0,0,0
NAF,8,0.3308866795785017,0.453824907320477,0.3064439829705895,0.06034281198345031,0,1,0,0,0
NAG,8,0.6704473937047308,0.7218644819309068,0.04726071509936446,0.009130892433399913,1,1,1,1,0
NAP,8,0.10325184829496381,0.09320468432387574,0.695746577633103,0.07474155030132526,0,0,0,0,0
NAV,8,0.42015450151623335,0.19839449118648428,0.07334643341220574,0.08067086165927673,0,0,0,0,0
NBB,8,0.49487845680147374,0.8566513942054174,0.016671031014860227,0.1577574359097412,1,1,1,0,0
NBC,8,0.34160123686066723,0.14959946926512324,0.4093762351365872,0.02722835230794897,0,0,0,0,0
NBP,8,0.36218394411955035,0.30659166336669486,0.15213488491273636,0.015146194613968968,0,0,0,0,0
NBW,8,0.3628192263019948,-0.08490041615311963,0.5723785611956629,0.02360508814330247,0,0,0,0,0
NCT,8,0.12937651429787195,0.1285597288927904,0.17874751017316318,0.43096998213675686,0,0,0,0,0
NDN,8,0.6640202336139973,0.3237790018705389,0.02201001917652024,1.4697471016225585,1,0,0,0,0
NDX,8,0.5215247098753357,0.37431994604397856,0.2214554459018405,0.0704121156858976,1,0,0,0,0
NET,8,0.48690492234116267,-0.02006839536143118,0.46407516379498037,0.06310415166958332,1,0,0,0,1
NFC,8,0.21389985231241881,0.8021654281556143,0.061517149484051764,0.029951737815255425,0,1,0,0,0
NHC,8,0.10132326398401947,0.11320989783539315,0.17027565371182363,0.14035177746141408,0,0,0,0,0
NHH,4,0.3923626465956953,0.23430532716429814,0.24182270955771992,0.05401025832734303,0,0,0,0,0
NKG,8,0.5059883778336178,0.3390468821312559,0.4360616451191879,-0.00016228528485604584,1,0,0,1,1
NLG,8,0.2711995505240469,0.5286488651022181,0.006246310904701822,0.3085140726457214,0,1,0,0,0
NNC,8,0.20804248590355695,0.4446606457263787,0.036387410481341365,0.3102631060919312,0,1,0,0,0
NRC,8,0.3252161285743791,0.5422684306011132,0.077290942669507,0.41242443715165433,0,1,0,0,0
NSH,8,0.7151930553284405,0.6279675784430013,0.22136948420295763,0.0005265051959726965,1,1,1,1,0
NST,8,0.6167062112590675,0.5705049092228651,0.19428262797529583,0.012831875778094148,1,1,1,1,0
NT2,8,0.37316698656559855,0.12656632235046944,0.6279111652648175,0.11215554885088537,0,0,0,0,0
NTH,4,0.11696380615462466,0.03847045787551329,0.9089445610887454,0.4761739478974805,0,0,0,0,0
NTL,8,0.30813482061860065,0.7855554449542412,0.01943409481775864,0.28600191736790703,0,1,0,0,0
NTP,8,0.4277001124914743,0.44088185125732965,0.3314025633323533,0.09289993342469152,0,1,0,0,0
NVL,8,0.39208825898280864,0.6409675675429801,0.008348602320527606,0.15054669277586474,0,1,0,0,0
NVT,8,0.1461560230195886,0.0815815248580331,0.6459798795072136,0.19446550171262175,0,0,0,0,0
OCH,8,0.4457668952894162,0.3242980950963473,0.37109488800942625,-0.005674781079371469,0,0,0,0,0
OGC,8,0.4968196151149564,0.3079229056516605,0.2772943612945301,0.10330389362573186,1,0,0,0,1
ONE,8,0.6759351186285895,0.768767559309614,0.0008460822137406063,0.017359328481510283,1,1,1,1,0
OPC,8,0.4443741582301698,0.4595772922063486,0.2097548947867208,0.12219758576027812,0,1,0,0,0
PAC,8,0.6891715571458072,0.28249803487619474,0.23401982046444506,0.0574370599639155,1,0,0,0,0
PBP,8,0.4493901252959253,0.22737834390151226,0.513732205029831,0.041012770190891404,0,0,0,0,0
PC1,8,0.3154613024347526,0.30422411482685113,0.36818893489438853,0.07758172449597943,0,0,0,0,0
PCE,8,0.37456758047748645,0.30246430506550126,0.15204788122807247,0.004944247359472529,0,0,0,0,0
PCT,8,0.09569053706170269,0.45840411201294445,0.09530431289284216,0.04107784405932341,0,1,0,0,0
PDB,8,0.4300274902815515,0.42513539802391254,0.3012071091937454,0.05966410311653343,0,0,0,0,0
PDN,8,0.2483262276613386,0.03398564012661909,0.4234651347920495,0.19886204902055735,0,0,0,0,0
PDR,8,0.12433754728462972,0.7049044732547329,0.001285829866635526,0.427863236630719,0,1,0,0,0
PEN,8,0.71714479884052,0.5557492478869505,0.108841122993661,0.004753993381102733,1,1,1,1,0
PET,8,0.623202455194465,0.2730570786628418,0.03556932541761953,0.014768678489245934,1,0,0,1,0
PGC,8,0.5279252857684773,0.15062511646469579,0.19610002820507588,0.058049314807669956,1,0,0,0,0
PGD,8,0.5403772270291559,-0.1822984986279394,0.1871121089752078,0.03197328212754921,1,0,0,0,0
PGI,8,0.7264255410877667,0.03611807321036603,0.07938966243769871,,1,0,0,0,0
PGN,6,0.49780391994655204,0.7297443249436528,0.13195935651805224,0.031240592875569313,1,1,1,0,0
PGS,8,0.5284767851047585,-0.14564595253822044,0.2559328346045203,0.016063919610264245,1,0,0,1,1
PGT,8,0.3286951093655428,0.36690819071854885,0.007267425091032441,-2.60200347797898,0,0,0,0,0
PHC,8,0.7545056125214455,0.6882265481581918,0.027244111168837126,0.025107012542797826,1,1,1,1,0
PHN,7,0.2776634558918824,0.5338299982355728,0.16008547972855583,0.07266567075238681,0,1,0,0,0
PHR,8,0.1372913336171415,0.09560409917005186,0.24858488351540348,0.1912787152639873,0,0,0,0,0
PIA,7,0.3536618239819983,0.45024801485395927,0.03501539846722059,0.14596902077614476,0,1,0,0,0
PIC,8,0.07042048194792239,0.004115645234667134,0.9185472062335414,0.18707286109542717,0,0,0,0,0
PIT,8,0.7208554650426297,0.4937644654704275,0.25392003112075723,-0.011258333790462318,1,1,1,1,1
PJC,8,0.4755926067775994,0.1083843530507138,0.6871991887583722,0.022919371061279347,1,0,0,1,1
PJT,8,0.18276954625302622,0.11478176311176773,0.7606463865181337,0.06417219611940433,0,0,0,0,0
PLC,8,0.6822716640642248,0.39174493815289396,0.15275066531535714,0.027098605806791985,1,0,0,1,0
PLP,8,0.47611668333956664,0.5297040254567029,0.2173031032425925,0.07797599138770583,1,1,1,0,0
PLX,8,0.5691984480889878,0.09957075082090888,0.250306523897744,0.027244490910833103,1,0,0,1,0
PMB,8,0.2692090000854856,0.28633583110025923,0.0813728888099684,0.005812623575919255,0,0,0,0,0
PMC,8,0.13279666230781234,0.3821085020057793,0.14032882372124844,0.2021390970762761,0,0,0,0,0
PMG,8,0.4704565544942426,0.1298905040989506,0.19484879340927497,0.04306611944967334,0,0,0,0,0
PMP,8,0.6547044053139497,0.5300687868607494,0.29684739769517254,0.024342775708937635,1,1,1,1,1
PMS,8,0.5387888587554717,0.31214403988880945,0.262634930602493,0.015912732807945314,1,0,0,1,1
PNC,8,0.6344733779915789,0.08047693204163031,0.1325279172985711,0.027367441521238683,1,0,0,1,0
PNJ,8,0.37466478523181124,0.7425021515164905,0.12105662500109914,0.07620606248778428,0,1,0,0,0
POT,8,0.42203183285609736,0.29532400240366835,0.0418935007028465,0.024999657462962344,0,0,0,0,0
POW,8,0.31322757922455846,0.1033618809028638,0.6604110534908247,0.0824622058956419,0,0,0,0,0
PPC,8,0.1850478207964565,0.3311984106740653,0.03823492605609765,0.1783488069369652,0,0,0,0,0
PPE,8,0.38145732395524423,0.6976441437519976,0.0,-0.6509781189106201,0,1,0,0,0
PPP,8,0.25279091364128126,0.16515807044676195,0.6265614456647735,0.0773776381144396,0,0,0,0,0
PPS,8,0.940825285283696,0.0628429500223745,0.012402394300463724,0.048914130616123895,1,0,0,0,0
PPY,8,0.49188628921117195,0.21639284716417434,0.3393766585109248,0.006736755183614353,1,0,0,1,1
PRC,8,0.4162033706898216,0.18812910931264817,0.4565156715189233,0.011756513822973831,0,0,0,0,0
PSC,8,0.28612324922687526,0.04017378724895461,0.6281913273696229,0.03542953459086216,0,0,0,0,0
PSD,8,0.8446729370117174,0.42965243265531705,0.00171311313990856,0.011526399547408871,1,0,0,1,0
PSE,8,0.40100979443647683,0.4415775243581394,0.09901446595212876,0.00642285519785395,0,1,0,0,0
PSI,8,0.06522151173578447,0.08680345505251229,0.0010291337787704372,,0,0,0,0,0
PSW,8,0.2800037037814912,0.5164839567376001,0.08078783453574422,0.0023732583995246465,0,1,0,0,0
PTB,8,0.48973465034332064,0.39993228593660884,0.3312498888981575,0.09880889970398493,1,0,0,0,1
PTC,8,0.1979805834067231,0.20053617892174247,0.003837438181989853,5.609056217189475,0,0,0,0,0
PTD,8,0.7275978053336842,0.1940398232572983,0.025385790225809453,0.0013583873350260381,1,0,0,1,0
PTI,8,0.7116766604164602,0.05527372814604089,0.014679524727187337,,1,0,0,0,0
PTL,8,0.3086829185752753,0.51590026764939,0.09404533955295657,-0.23209333831974027,0,1,0,0,0
PTS,8,0.31031128255253,0.021926125733320395,0.7983735339196025,0.018751678314227915,0,0,0,0,0
PV2,8,0.06776845154314509,0.13050566748647086,0.002754745955230517,0.7995811778738694,0,0,0,0,0
PVB,8,0.09550457159200379,0.5076404541495418,0.15907329269743214,-0.30285736004839897,0,1,0,0,0
PVC,8,0.514046163506322,0.4700718313769897,0.12132092603674183,0.014419222434993283,1,1,1,1,0
PVD,8,0.1322230574626386,0.08180149751346155,0.6877840077337936,0.03987325707417797,0,0,0,0,0
PVG,8,0.6463615272352776,0.0423671646202988,0.2881769056039293,0.0036331822254751676,1,0,0,1,1
PVI,8,0.6691173634718055,0.3161419645457435,0.01230449015295872,,1,0,0,0,0
PVS,8,0.3242650442051431,0.09464379457751314,0.12691884755034333,0.07224025279233073,0,0,0,0,0
PVT,8,0.22690864298986108,0.047582894400889406,0.5525553393474366,0.11536924839587304,0,0,0,0,0
QCG,8,0.5865689035704346,0.7733811123852969,0.09625260514891316,0.02900924589417544,1,1,1,0,0
QHD,8,0.40749712128135296,0.29499935990591775,0.36098441847857043,0.013929992578283673,0,0,0,0,0
QST,8,0.5957314445448018,0.08662513113880116,0.6120448223346587,0.023213165037253514,1,0,0,1,1
QTC,8,0.4479395641498817,0.5570436630696257,0.14287975014463555,0.0498611918219386,0,1,0,0,0
RAL,8,0.6998194362275983,0.5927896500706402,0.10802411887457022,0.07038184493197756,1,1,1,0,0
RCL,8,0.592342075295367,0.7229063337245372,0.02522776692671018,0.10464091117407803,1,1,1,0,0
REE,8,0.17972457248965293,0.16804227626551213,0.029529218904229736,0.39390137963848926,0,0,0,0,0
S4A,8,0.08059124032670868,0.04460451556802454,0.9166041574669939,0.4023661819350264,0,0,0,0,0
S55,8,0.2429290341430188,0.19486821795887113,0.40587705174310695,0.13089569957956462,0,0,0,0,0
S99,8,0.4000324155688474,0.256047592595396,0.19297870790599905,0.067122099397628,0,0,0,0,0
SAB,8,0.22674983638998153,0.05063385974542174,0.19810245439003216,0.16911890515840533,0,0,0,0,0
SAF,8,0.38485532502659003,0.4189984705708266,0.2117657661728362,0.04810189752206642,0,0,0,0,0
SAM,8,0.30354488654450795,0.40926143117523883,0.15976050537905312,0.03297377894564045,0,0,0,0,0
SAV,8,0.4750157235137197,0.2513620201846932,0.12984544007877208,0.03519796600858377,1,0,0,0,0
SBA,8,0.08782275057774946,0.0536797260286408,0.9050511429611288,0.39117050110121043,0,0,0,0,0
SBT,8,0.4915993759701157,0.4460771489520682,0.2551034116114592,0.02609540684434801,1,1,1,1,1
SBV,8,0.2611852941901094,0.39903906617519747,0.20600463728485185,0.05134251840431397,0,0,0,0,0
SC5,8,0.7657142738195657,0.5515812865487875,0.041190772765003186,0.02354336416214054,1,1,1,1,0
SCI,8,0.7777019119212877,0.5125745210843679,0.15849418278178962,0.019768669876795843,1,1,1,1,0
SCR,8,0.4719276175863493,0.7242329440471662,0.020509064534336284,0.18082507316221033,0,1,0,0,0
SCS,8,0.06581654667539999,0.09296773315062697,0.5423170822180972,0.7135690168437334,0,0,0,0,0
SD5,8,0.6218364008087904,0.6511476767137536,0.09632143117732919,0.016961261638760723,1,1,1,1,0
SD9,8,0.47901749308879915,0.36396723756953764,0.27168643798919523,0.08256245624208383,1,0,0,0,1
SDC,8,0.4508104421490222,0.6468324658218731,0.0581046840514116,0.047274428951394824,0,1,0,0,0
SDG,8,0.44446833364148874,0.26260985320308494,0.48557128215428325,0.059819424739681826,0,0,0,0,0
SDN,8,0.4368532752104016,0.5409722233359686,0.11247457428929238,0.050087775695146185,0,1,0,0,0
SDU,8,0.622895174657127,0.7351506034215329,0.01276769549626064,0.0565185158902379,1,1,1,0,0
SEB,8,0.09931641750278797,0.04883060027625615,0.7277503817567221,0.5650309666611646,0,0,0,0,0
SED,8,0.44359393149451165,0.46701332861938416,0.004707186400726062,0.06566527336700846,0,1,0,0,0
SFC,8,0.36866892567594034,0.024161061985196578,0.32833607028292017,0.033172283640482525,0,0,0,0,0
SFG,8,0.5473549084159137,0.6592879608820748,0.13327887505231034,0.005070523877914811,1,1,1,1,0
SFI,8,0.27205617324479103,0.24900526122239752,0.15131326556756275,0.06507548833130095,0,0,0,0,0
SFN,8,0.10920229875583085,0.6296324020019475,0.1983153885538373,0.038853725116240356,0,1,0,0,0
SGC,8,0.31004390579692975,0.42482651827248985,0.3798165726959145,0.1124854710467478,0,0,0,0,0
SGD,8,0.4494593796937695,0.3053843501857315,0.10997149080290228,0.040953898541672556,0,0,0,0,0
SGH,8,0.055562265524593174,0.033198272713497554,0.2395103686159775,0.49488450639614484,0,0,0,0,0
SGN,8,0.26227936184616396,0.20029148089737167,0.3362998607934571,0.2987060931929102,0,0,0,0,0
SGR,8,0.5397074894004004,0.5992677504624819,0.006705011312691366,1.0214034596921815,1,1,1,0,0
SGT,8,0.3289500519909655,0.3545076210824436,0.038233744475333474,0.07884361615496026,0,0,0,0,0
SHA,8,0.5169979105894524,0.6377887266866894,0.19166487326349183,0.039778786024755416,1,1,1,0,0
SHE,7,0.253775163816818,0.6738608394917014,0.04299015219175998,0.0979291513669348,0,1,0,0,0
SHI,8,0.6142765927816993,0.5909623314988903,0.1603766457438512,0.024300501706640953,1,1,1,1,0
SHN,8,0.5431186540436451,0.3269494186147923,0.005352477806042418,0.031621900095063396,1,0,0,0,0
SHP,8,0.14098066263815773,0.05160915139369802,0.8912001864206573,0.3329994829461801,0,0,0,0,0
SHS,8,0.43309711484277835,0.2554290317969317,0.0005659524644778934,,0,0,0,0,0
SJ1,8,0.564056162644594,0.4646353740522876,0.28619272825896735,0.021011698976858888,1,1,1,1,1
SJD,8,0.18469317452767764,0.3399490800924028,0.5012754119992019,0.4476603078776483,0,0,0,0,0
SJE,8,0.36639830289337627,0.2797807367599725,0.4363815291974598,0.0874586160287096,0,0,0,0,0
SJS,8,0.4804059023352054,0.5794849705186642,0.021240780835059998,0.17115292924681125,1,1,1,0,0
SKG,8,0.021109369307124544,0.12218669321968705,0.5965831809118358,0.26037115387495363,0,0,0,0,0
SLS,8,0.4086043508796903,0.34765295086501025,0.4573440189451684,0.07920388528051431,0,0,0,0,0
SMA,8,0.11719704603264364,0.031243835366803224,0.9010031731725674,0.10667580847092675,0,0,0,0,0
SMB,8,0.3682549069973835,0.2818155464175183,0.541315789915088,0.12138631391993213,0,0,0,0,0
SMC,8,0.7257604991400933,0.34024658966201937,0.15140103485623801,0.01176980306020143,1,0,0,1,0
SMN,8,0.5663749599138677,0.24687375462541544,0.008814865266533608,0.022227084785329795,1,0,0,1,0
SMT,8,0.6451765895455268,0.6007564007560912,0.13521453119144977,0.0272936747089626,1,1,1,1,0
SPM,8,0.21471343907555002,0.8158580909503745,0.0670946902798839,0.024239566126400956,0,1,0,0,0
SRA,8,0.05237965301531844,0.42356694154357666,0.07221502828547746,0.2266601478379599,0,0,0,0,0
SRC,8,0.2501464977418378,0.37468011860989836,0.10499673045418731,0.031155742108304494,0,0,0,0,0
SRF,8,0.6948164235193598,0.5123167973690049,0.05441446985445497,0.04551047147578337,1,1,1,0,0
SSI,8,0.5693848670851442,0.00279010793866798,0.005094319512730317,,1,0,0,0,0
SSM,8,0.6169143129592981,0.6408789225147213,0.13649661534551416,0.013575481553420341,1,1,1,1,0
ST8,8,0.25739472325465707,0.446058064651048,0.06519029984023061,0.024091001207770142,0,1,0,0,0
STC,8,0.375876026250845,0.3979968872463856,0.2239177791510586,0.047349100321288945,0,0,0,0,0
STG,8,0.19394360322668927,0.1240976268844346,0.28936150577999264,0.09699231808092898,0,0,0,0,0
STK,8,0.4162199785859628,0.14544627826700257,0.521151832259241,0.09268314361465373,0,0,0,0,0
STP,8,0.1520867490884018,0.6835503915241754,0.05403402430952681,0.042899809459095425,0,1,0,0,0
SVC,8,0.5222796843689266,0.3855617521015494,0.10733328312806148,0.013678746875961538,1,0,0,1,0
SVN,8,0.04508546289397036,0.6480384149485947,0.00019025472191973823,0.06708843869261222,0,1,0,0,0
SVT,8,0.008516429964979089,0.12789685173034596,0.004187703487196837,0.04627281720577679,0,0,0,0,0
SZB,8,0.1444915359110076,0.10487795638542138,0.2860564511184151,0.35116698271593194,0,0,0,0,0
SZC,8,0.09767620471922439,0.03481058685621609,0.11883982138987217,0.43537676726118085,0,0,0,0,0
SZL,8,0.07333000064202069,0.08002475233051021,0.09115367440498078,0.33145986891046075,0,0,0,0,0
TA9,8,0.8916967981257725,0.5880326263224807,0.07005724316778328,0.018753019692577776,1,1,1,1,0
TBC,8,0.058074223417307336,0.10955235853851998,0.35394625954787334,0.615057107680301,0,0,0,0,0
TCH,8,0.10276449810129326,0.1894644022161311,0.014322246123123328,0.3703429882220751,0,0,0,0,0
TCL,8,0.23001266928780909,0.11551185444096503,0.30697931439057036,0.1300502979461166,0,0,0,0,0
TCM,8,0.5127853312848463,0.3316588168784613,0.3666696728049746,0.07487860638717188,1,0,0,0,1
TCO,8,0.0693424405509333,0.15657985390137907,0.41365246358322394,0.12921715492989821,0,0,0,0,0
TCR,8,0.5759647474093196,0.4124463052849815,0.2610017581012701,-0.06509790254033639,1,0,0,1,1
TCT,8,0.0686148246842796,0.26682516363472075,0.3368922558581834,0.33770634296499996,0,0,0,0,0
TDC,8,0.5741088608154675,0.41625526577732663,0.026738497530943935,0.02745995398164789,1,0,0,1,0
TDG,8,0.4102424348494915,0.3824914444107876,0.018507647769446002,0.011776022802990095,0,0,0,0,0
TDH,8,0.36389704899775766,0.3776273438135439,0.09694683479352695,0.03273146867153939,0,0,0,0,0
TDM,8,0.11834584976270504,0.03605749203995954,0.3779927195932564,0.5025271111687866,0,0,0,0,0
TDT,8,0.51481010295952,0.5044009105788577,0.27058225643580736,0.0774163411224602,1,1,1,0,1
TDW,8,0.37751101489884453,-0.11243279846065944,0.6572213932020503,0.02755516902473299,0,0,0,0,0
TEG,8,0.1403110323006724,0.3328502600422999,0.02507604693555384,0.12584800660532128,0,0,0,0,0
TET,8,0.06756696797691143,0.004590049668814782,0.4451330809227388,0.5513218565674556,0,0,0,0,0
TFC,8,0.46316802659171175,0.4407188127980048,0.22882358892028992,0.020002018567150417,0,1,0,0,0
THB,8,0.5319476532763228,0.324576818270378,0.27384064155701604,0.01780900396881716,1,0,0,1,1
THG,8,0.5357996506566984,0.2751546352700852,0.2958747004749396,0.10664350212809173,1,0,0,0,1
THS,8,0.5066450292769117,0.28664235403603266,0.1362962964865151,0.007249585076913903,1,0,0,1,0
THT,8,0.6260795445665607,0.25910955420992693,0.18486378051187316,0.013628560140810635,1,0,0,1,0
TIG,8,0.1297986582550147,0.26316185693887284,0.08837218043656822,0.3330256238440364,0,0,0,0,0
TIP,8,0.16401137472101737,0.32111149684903506,0.038812838151881496,0.5671003822509741,0,0,0,0,0
TIX,8,0.08990186371022171,0.1418835803498365,0.026544273369041096,0.53442771717507,0,0,0,0,0
TJC,8,0.15951714719762072,0.055218596335015545,0.7683436818001479,-0.016816571219021154,0,0,0,0,0
TKU,8,0.4557227479192745,0.37591550739642343,0.28258239281218767,0.06496126936373864,0,0,0,0,0
TLD,8,0.31729929670749957,0.3752577382448045,0.2941732541929162,0.05028743545297099,0,0,0,0,0
TLG,8,0.24608532420961143,0.42441422478844687,0.2268188664436877,0.11940741916368686,0,0,0,0,0
TLH,8,0.49213308427358204,0.6754353052511999,0.10816815533078869,0.01786327339622006,1,1,1,1,0
TMB,8,0.831669774643522,0.6364400747060502,0.07998868687233557,0.0030232626364891098,1,1,1,1,0
TMC,8,0.3968385847417176,0.17821896101518842,0.4785285069623765,0.009002395558625,0,0,0,0,0
TMP,8,0.07847353505582833,0.15128868377748605,0.2704786088483231,0.6867726524004255,0,0,0,0,0
TMS,8,0.23573425686026434,0.09260430646370181,0.3078761720684595,0.11710992878042284,0,0,0,0,0
TMT,8,0.7463080190026263,0.6213622641268426,0.14597492513374433,0.0012338553471438946,1,1,1,1,0
TMX,8,0.4072248647235763,-0.002425649920573064,0.01408860198013162,0.01446896077138841,0,0,0,0,0
TN1,6,0.29627501220102104,0.3872011207688636,0.04609312237796542,0.20976404274632543,0,0,0,0,0
TNC,8,0.053313841035537726,0.07763334593591018,0.1510079489289406,0.23902726325431023,0,0,0,0,0
TNG,8,0.5826087722936867,0.4405758319982297,0.34786765263669767,0.06175313156750751,1,1,1,0,1
TNI,8,0.37137579967750367,0.6725271264440937,0.004251664024337923,0.015800945844113307,0,1,0,0,0
TNT,8,0.23331362734901898,0.24646724069682213,0.006568577564228598,0.015278906244711999,0,0,0,0,0
TPC,8,0.4925527112315027,0.4709117024411865,0.10666546858189586,0.025971239114091105,1,1,1,1,0
TPP,8,0.5565989403029517,0.3873168967184082,0.36977919966781897,0.00046414842439156,1,0,0,1,1
TRA,8,0.1912108532518627,0.31393304749444884,0.4333182542673957,0.12784741404269329,0,0,0,0,0
TRC,8,0.04731744317934565,0.129285601635655,0.13641028745379555,0.10606148956662204,0,0,0,0,0
TSB,8,0.4461733406417151,0.5258107315920806,0.34092999565976273,0.02151872176741539,0,1,0,0,0
TSC,8,0.07733588805401717,0.037218482039865136,0.11979478300994226,-0.016244830913422676,0,0,0,0,0
TTC,8,0.4809521173593834,0.5373034493242457,0.1528635108503766,0.04679405626279644,1,1,1,0,0
TTE,7,0.08427786779850004,0.020342746610872736,0.9278968304660835,0.15838411978076433,0,0,0,0,0
TTF,8,0.7515431275437913,0.5869091145931558,0.11683068105076451,-0.8443018294887029,1,1,1,1,0
TTH,8,0.19100669365778278,0.5127157763023592,0.08077966765299682,0.15737551874705463,0,1,0,0,0
TTL,8,0.533324397023991,0.4155553848970863,0.030067747914003486,-0.00023722889625408953,1,0,0,1,0
TTT,8,0.06427617930044442,0.34427977071985405,0.28909572070428813,0.1404940671917073,0,0,0,0,0
TV2,8,0.5012536222042869,0.26433611366150545,0.11482974930683812,0.1142079595388483,1,0,0,0,0
TV3,8,0.6019967877213233,0.4242790764175983,0.11746664749751798,0.06687110802498494,1,0,0,0,0
TV4,8,0.33144084360371673,0.27934285159963257,0.09445598729149157,0.09542113081120593,0,0,0,0,0
TVC,8,0.5360236397627296,0.5798283259645232,0.0033280641623672376,0.4838850647428701,1,1,1,0,0
TVD,8,0.30781961071245856,0.04722312203217495,0.5982895103064865,0.02496388894389321,0,0,0,0,0
TVS,8,0.6286605131906007,0.033974178855334936,0.0020837881739235215,,1,0,0,0,0
TVT,8,0.53111734702464,0.3817683176213212,0.36383827149065795,0.04824435082096197,1,0,0,0,1
TXM,8,0.25962674217641923,0.7389419662651936,0.008914636485745081,-0.005111941811042034,0,1,0,0,0
TYA,8,0.4997163344628155,0.549695577637793,0.1120030374101697,0.05585381079497059,1,1,1,0,0
UIC,8,0.3780719824345201,0.36471654908834517,0.28897798910885997,0.026229352055760415,0,0,0,0,0
UNI,8,0.06147704546105446,0.2068407245190434,0.0,-0.09687066493688282,0,0,0,0,0
V12,8,0.864651914785724,0.6399323517769614,0.03201519881845235,0.01351964452108375,1,1,1,1,0
V21,8,0.6885009601879779,0.7624405620352975,0.06172548836066917,-0.0017630710418584839,1,1,1,1,0
VBC,8,0.6929866171453696,0.5680024720086481,0.18279042464002754,0.037669867956744416,1,1,1,0,0
VC1,8,0.7287870849824105,0.5470291248415515,0.012460794715574396,0.015232489179146196,1,1,1,1,0
VC2,8,0.859335506686133,0.6541441087841298,0.027310449860084962,0.032888839613921535,1,1,1,0,0
VC3,8,0.3473356797756895,0.42064985141911204,0.07652917385765004,0.13423228153701489,0,0,0,0,0
VC6,8,0.8459960293801785,0.4696139302293387,0.0736193343951451,0.006630047764710219,1,1,1,1,0
VC7,8,0.465467877431482,0.6980758573254982,0.03542619193210873,0.11598275125047183,0,1,0,0,0
VC9,8,0.8174555555747405,0.6637826029859204,0.03120624183284123,0.01065684215172433,1,1,1,1,0
VCC,8,0.7915504968481404,0.5267602508878837,0.09297922327345964,0.012730795740564637,1,1,1,1,0
VCF,8,0.36782391192325903,0.4613396717251938,0.279036487423667,0.24429562728423637,0,1,0,0,0
VCI,8,0.4268192961809374,0.006844847785252966,0.0025857966155148253,,0,0,0,0,0
VCM,8,0.49184015497544975,0.09084267481104019,0.15335605160572968,0.1101267891433621,1,0,0,0,0
VCS,8,0.3394466298391723,0.6490632530766429,0.13311071236015337,0.29323246687040916,0,1,0,0,0
VDL,8,0.16033663421935895,0.6108479599059673,0.1722734824336678,0.05260086021777907,0,1,0,0,0
VDP,8,0.3503141470996778,0.4180092215316069,0.1856127307257447,0.10788902629950646,0,0,0,0,0
VDS,8,0.49013435919547765,0.0077744859126956225,0.0073111958351278015,,1,0,0,0,0
VE1,8,0.09608535630769671,0.11851167539453986,0.0831078134388828,-0.0016364149653415785,0,0,0,0,0
VE3,8,0.5569736126760945,0.6583444596991903,0.10233413504301962,0.01210295994340468,1,1,1,1,0
VE4,8,0.4518656228782957,0.40053817237011613,0.09964759738517419,0.02375458462747422,0,0,0,0,0
VGC,8,0.27140274190110913,0.19187893546746793,0.21872500619553287,0.09795598254765242,0,0,0,0,0
VGP,8,0.9572110218057895,0.4997004872818318,0.0036464826416301712,0.00011316956119761113,1,1,1,1,0
VGS,8,0.6001602323042678,0.5431449020160332,0.0709661370667379,0.008639779156166339,1,1,1,1,0
VHC,8,0.3280426894359668,0.4203134688296216,0.22321510528165886,0.174751248497034,0,0,0,0,0
VHE,6,0.3518857033644568,0.5618677280402098,0.392075939576635,0.04460525744005676,0,1,0,0,0
VHL,8,0.3453127083700813,0.29395897495094175,0.4627554475048281,0.07987747411181038,0,0,0,0,0
VHM,8,0.4618411508233329,0.5418553209013205,0.0021789987572741988,0.5875285884591541,0,1,0,0,0
VIC,8,0.4164826939939832,0.3244563319006083,0.1648143025783168,0.1084860732450405,0,0,0,0,0
